Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetName
Juan Booyse,M,SBD,Raw,23.5,24-34,24-39,Open,130.0,120+,-270.0,270.0,287.5,,287.5,185.0,192.5,200.0,,200.0,240.0,255.0,265.0,,265.0,752.5,7,425.61,425.61,406.57,587.62,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ilyes Boughalem,M,SBD,Raw,27.0,24-34,24-39,Open,136.2,120+,240.0,-260.0,-270.0,,240.0,240.0,-260.0,-260.0,,240.0,210.0,230.0,-250.0,,230.0,710.0,8,398.43,398.43,379.44,535.93,Yes,Algeria,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Alexei Kulakov,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,52.6,53,115.0,122.5,130.0,,130.0,80.0,85.0,-90.0,,85.0,155.0,162.5,-180.0,,162.5,377.5,1,366.03,395.31,360.23,506.56,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Revaldo Matras,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,48.5,53,110.0,120.0,-125.0,,120.0,60.0,65.0,67.5,,67.5,160.0,167.5,172.5,,172.5,360.0,2,380.88,403.73,376.52,520.01,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Hakim Riahi,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,52.1,53,100.0,115.0,120.0,,120.0,50.0,-60.0,-60.0,,50.0,160.0,177.5,-180.0,,177.5,347.5,3,340.31,384.55,335.1,463.9,Yes,Algeria,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Sergey Chizhikov,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,58.35,59,155.0,165.0,170.0,,170.0,85.0,92.5,-97.5,,92.5,165.0,172.5,177.5,,177.5,440.0,1,385.08,415.89,376.63,549.71,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ali Braik Malek,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,57.9,59,-120.0,-120.0,120.0,,120.0,90.0,105.0,110.5,,110.5,150.0,165.0,-175.0,,165.0,395.5,2,348.67,394.0,341.17,488.92,Yes,Libya,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Marco Jacobs,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,58.2,59,120.0,125.0,130.0,,130.0,80.0,87.5,90.0,,90.0,135.0,147.5,150.0,,150.0,370.0,3,324.6,366.8,317.53,449.78,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Kacper Drochomirecki,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,58.65,59,122.5,132.5,140.0,,140.0,77.5,-82.5,82.5,,82.5,-135.0,135.0,147.5,,147.5,370.0,4,322.27,364.16,315.1,446.64,Yes,Poland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Orbert Booysen,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,57.25,59,-110.0,110.0,115.0,,115.0,70.0,75.0,-80.0,,75.0,130.0,-140.0,140.0,,140.0,330.0,5,294.07,332.3,287.94,398.06,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ihar Yuzapchuk,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,65.0,66,170.0,177.5,-182.5,,177.5,125.0,130.0,132.5,,132.5,180.0,190.0,197.5,,197.5,507.5,1,403.56,427.78,392.43,591.16,Yes,Belarus,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Alexei Schankin,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,63.85,66,155.0,165.0,172.5,,172.5,100.0,105.0,107.5,,107.5,200.0,210.0,220.0,,220.0,500.0,2,403.64,427.86,392.86,589.7,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Kamil Dec,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,65.15,66,155.0,165.0,172.5,,172.5,102.5,107.5,110.0,,110.0,170.0,180.0,192.5,,192.5,475.0,3,376.99,399.61,366.56,546.83,Yes,Poland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Tomi Kuusisto,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,64.75,66,155.0,162.5,167.5,,167.5,90.0,95.0,100.0,,100.0,192.5,200.0,-207.5,,200.0,467.5,4,372.96,402.8,362.74,539.58,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Frank Zou,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,63.85,66,-145.0,145.0,152.5,,152.5,112.5,-117.5,-117.5,,112.5,190.0,200.0,-210.0,,200.0,465.0,5,375.39,397.91,365.36,542.47,Yes,Australia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ebrahim Pregnolato,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,64.8,66,130.0,137.5,145.0,,145.0,95.0,-100.0,100.0,,100.0,190.0,-202.5,202.5,,202.5,447.5,6,356.77,385.31,346.99,512.53,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Keita Suzuki,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,63.45,66,100.0,112.5,117.5,,117.5,100.0,112.5,-115.0,,112.5,160.0,-172.5,-172.5,,160.0,390.0,7,316.54,335.53,308.18,443.65,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Maxim Nikitin,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,74.0,74,175.0,185.0,195.0,,195.0,135.0,-140.0,-140.0,,135.0,230.0,237.5,-242.5,,237.5,567.5,1,408.21,432.7,394.66,607.54,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Nathan Kimball,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,70.8,74,160.0,192.5,200.0,,200.0,110.0,120.0,127.5,,127.5,195.0,230.0,-245.0,,230.0,557.5,2,414.2,439.05,401.2,615.41,Yes,USA,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Tatu Sokka,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.45,74,200.0,208.0,209.0,,209.0,115.0,-122.5,-122.5,,115.0,202.5,-212.5,217.5,,217.5,541.5,3,391.59,415.08,378.7,579.03,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jun Furukawa,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,72.75,74,-175.0,190.0,-200.0,,190.0,80.0,90.0,100.0,,100.0,230.0,250.0,-260.0,,250.0,540.0,4,393.21,416.8,380.43,581.34,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jaakko Lähteenmäki,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,72.8,74,195.0,202.5,-208.5,,202.5,105.0,-107.5,,,105.0,180.0,200.0,-235.0,,200.0,507.5,5,369.36,391.52,357.34,540.97,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ethan Brownlee,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.0,74,145.0,155.0,-160.0,,155.0,95.0,100.0,-102.5,,100.0,207.5,217.5,-222.5,,217.5,472.5,6,343.2,363.8,332.0,496.76,Yes,UK,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Luke Routier,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,73.25,74,152.5,162.5,-170.0,,162.5,105.0,112.5,-115.0,,112.5,170.0,190.0,-205.0,,190.0,465.0,7,336.92,357.14,325.88,486.25,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Nikita Lakeev,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,82.15,83,190.0,205.0,216.0,,216.0,115.0,-120.0,120.0,,120.0,230.0,240.0,-260.0,,240.0,576.0,1,386.85,410.06,372.3,573.33,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Denis Nesterov,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,76.65,83,180.0,190.0,197.5,,197.5,110.0,115.0,117.5,,117.5,220.0,230.0,240.0,,240.0,555.0,2,389.62,413.0,376.11,577.19,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Cameron Andrews,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.6,83,205.0,-215.5,-215.5,,205.0,115.0,120.0,125.0,,125.0,200.0,210.0,-215.0,,210.0,540.0,3,364.16,386.01,350.56,534.73,Yes,New Zealand,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Paul Bereford Roger,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,78.35,83,155.0,165.0,180.0,,180.0,97.5,102.5,-107.5,,102.5,212.5,222.5,237.5,,237.5,520.0,4,359.78,381.37,346.98,526.94,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Matthew Jessome,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,75.8,83,165.0,175.0,180.0,,180.0,87.5,97.5,105.0,,105.0,210.0,217.5,-230.0,,217.5,502.5,5,355.45,383.88,343.29,518.83,Yes,Canada,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Sergey Stupakov,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,85.8,93,200.0,215.0,222.5,,222.5,120.0,130.0,137.5,,137.5,225.0,240.0,250.0,,250.0,610.0,1,399.47,423.44,383.68,594.26,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Mousa Lazreg Husam Eddeen,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,91.6,93,200.0,-215.0,220.0,,220.0,125.0,-130.0,-130.0,,125.0,240.0,250.0,-266.0,,250.0,595.0,2,376.52,399.11,360.58,552.89,Yes,Libya,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Phillip Karbstein,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,89.15,93,170.0,185.0,-192.5,,185.0,115.0,120.0,-125.0,,120.0,220.0,230.0,237.5,,237.5,542.5,3,348.02,368.9,333.68,505.74,Yes,Germany,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Filip Glura,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,92.3,93,170.0,182.5,190.0,,190.0,120.0,-127.5,-127.5,,120.0,210.0,220.0,-235.0,,220.0,530.0,4,334.15,354.19,319.91,480.78,Yes,Poland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ryno Du Plooy,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,89.55,93,170.0,190.0,-202.5,,190.0,100.0,107.5,-112.5,,107.5,205.0,227.5,-242.5,,227.5,525.0,5,336.02,356.18,322.11,485.22,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jordan Major,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,90.65,93,165.0,175.0,-182.5,,175.0,105.0,112.5,115.0,,115.0,190.0,210.0,-220.0,,210.0,500.0,6,318.04,337.12,304.72,454.28,Yes,UK,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Mikael Kettunen,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,91.9,93,170.0,180.0,-187.5,,180.0,125.0,-132.5,-132.5,,125.0,180.0,195.0,-202.5,,195.0,500.0,7,315.9,334.85,302.49,450.09,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Conradie Mouton,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,101.9,105,170.0,-185.0,185.0,,185.0,110.0,117.5,120.0,,120.0,240.0,250.0,-260.0,,250.0,555.0,1,335.3,355.41,320.18,476.01,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Alexander Braxton,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,98.9,105,170.0,180.0,195.0,,195.0,100.0,107.5,-112.5,,107.5,220.0,230.0,-240.0,,230.0,532.5,2,325.53,367.85,310.98,462.04,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Joel Hintz,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,107.65,120,-220.0,245.0,260.0,,260.0,160.0,-165.0,-165.0,,160.0,220.0,250.0,-255.0,,250.0,670.0,1,396.99,420.81,379.22,572.81,Yes,New Zealand,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ivan Delov,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,109.45,120,180.0,195.0,-210.0,,195.0,135.0,142.5,150.0,,150.0,210.0,220.0,227.5,,227.5,572.5,2,337.43,357.68,322.46,472.32,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Micheal Fourie,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,112.0,120,165.0,177.5,-180.0,,177.5,117.5,-122.5,-122.5,,117.5,205.0,215.0,-225.0,,215.0,510.0,3,298.52,337.33,285.48,405.68,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Aleksandr Ognevoy,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,151.9,120+,225.0,245.0,-261.0,,245.0,130.0,-140.0,,,130.0,240.0,255.0,,,255.0,630.0,1,347.96,368.84,328.68,439.47,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Mussa Eldrogi Mussa Abdelwhab,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,134.0,120+,-100.0,100.0,130.0,,130.0,40.0,50.0,60.0,,60.0,130.0,170.0,-200.0,,170.0,360.0,2,202.56,228.89,193.11,232.45,Yes,Libya,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Akzhol Alymbek Uulu,M,SBD,Raw,20.0,20-23,19-23,Juniors,52.6,53,120.0,135.0,140.0,,140.0,105.0,110.0,-115.0,,110.0,165.0,175.0,187.5,,187.5,437.5,1,424.21,436.93,417.48,600.61,Yes,Kyrgyzstan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Husnuddin Buriev,M,SBD,Raw,19.5,20-23,19-23,Juniors,52.75,53,130.0,145.0,150.0,,150.0,100.0,107.5,115.0,,115.0,160.0,172.5,-180.0,,172.5,437.5,2,422.96,435.65,416.18,598.99,Yes,Uzbekistan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Pavel Zayats,M,SBD,Raw,18.5,18-19,19-23,Juniors,52.35,53,80.0,90.0,100.0,,100.0,60.0,80.0,85.0,,85.0,90.0,115.0,-140.0,,115.0,300.0,3,292.33,304.02,287.78,386.96,Yes,Belarus,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Konstantin Makarov,M,SBD,Raw,22.5,20-23,19-23,Juniors,58.9,59,170.0,180.0,185.0,,185.0,120.0,127.5,130.0,,130.0,200.0,215.0,-220.0,,215.0,530.0,1,459.8,459.8,449.47,674.09,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Azamat Alymbek Uulu,M,SBD,Raw,22.0,20-23,19-23,Juniors,58.3,59,150.0,-160.0,-162.5,,150.0,115.0,122.5,-127.5,,122.5,200.0,215.0,-221.0,,215.0,487.5,2,426.99,431.26,417.65,618.7,Yes,Kyrgyzstan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Clint Williams,M,SBD,Raw,21.5,20-23,19-23,Juniors,58.6,59,130.0,145.0,155.0,,155.0,85.0,90.0,92.5,,92.5,175.0,190.0,200.0,,200.0,447.5,3,390.08,393.98,381.43,558.42,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Tomoki Maegawa,M,SBD,Raw,19.5,20-23,19-23,Juniors,58.1,59,-150.0,150.0,160.0,,160.0,80.0,90.0,95.0,,95.0,180.0,190.0,-200.0,,190.0,445.0,4,391.03,402.76,382.55,559.04,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jordan Lam,M,SBD,Raw,20.5,20-23,19-23,Juniors,58.15,59,130.0,140.0,150.0,,150.0,87.5,95.0,97.5,,97.5,175.0,185.0,192.5,,192.5,440.0,5,386.33,394.05,377.93,551.38,Yes,UK,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Yuya Onuma,M,SBD,Raw,21.5,20-23,19-23,Juniors,57.9,59,137.5,145.0,-150.0,,145.0,82.5,85.0,90.0,,90.0,177.5,-192.5,,,177.5,412.5,6,363.66,367.29,355.84,513.59,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
John Paul Cauchi,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.75,66,190.0,202.5,210.0,,210.0,102.5,107.5,110.0,,110.0,235.0,255.5,273.0,,273.0,593.0,1,467.08,471.75,453.95,698.71,Yes,Australia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Leonid Kuznetsov,M,SBD,Raw,20.5,20-23,19-23,Juniors,63.85,66,205.0,-210.0,-210.0,,205.0,125.0,130.0,-132.5,,130.0,230.0,-240.5,-242.5,,230.0,565.0,2,456.12,465.24,443.93,677.4,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Tomáš Juříček,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.25,66,175.0,187.5,-197.5,,187.5,130.0,140.0,142.5,,142.5,-205.0,220.0,222.5,,222.5,552.5,3,437.94,442.32,425.79,649.12,Yes,Czechia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Eddie Berglund,M,SBD,Raw,19.0,18-19,19-23,Juniors,64.1,66,170.0,190.0,200.0,,200.0,165.5,173.0,180.0,,180.0,170.0,-195.0,-195.0,,170.0,550.0,4,442.53,460.23,430.63,655.09,Yes,Sweden,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Matti Christensen,M,SBD,Raw,18.5,18-19,19-23,Juniors,64.1,66,160.0,170.0,180.0,,180.0,147.5,152.5,-157.5,,152.5,190.0,197.5,202.5,,202.5,535.0,5,430.46,447.68,418.88,634.91,Yes,Denmark,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Brandon Choo,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.5,66,162.5,172.5,177.5,,177.5,102.5,107.5,110.0,,110.0,200.0,212.5,222.5,,222.5,510.0,6,402.97,407.0,391.71,590.83,Yes,Australia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Sergiy Chernyshov,M,SBD,Raw,22.5,20-23,19-23,Juniors,65.7,66,172.5,-182.5,-185.0,,172.5,125.0,132.5,135.0,,135.0,175.0,190.0,197.5,,197.5,505.0,7,398.02,398.02,386.84,582.77,Yes,Ukraine,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ross Lawton,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.85,66,-190.0,190.0,-205.0,,190.0,95.0,102.5,105.0,,105.0,190.0,210.0,-225.0,,210.0,505.0,8,397.27,401.24,386.07,581.7,Yes,UK,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Ivan Vers,M,SBD,Raw,22.5,20-23,19-23,Juniors,63.2,66,150.0,162.5,-170.0,,162.5,110.0,120.0,-125.0,,120.0,180.0,195.0,-202.5,,195.0,477.5,9,388.88,388.88,378.69,564.1,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jacob Keesee,M,SBD,Raw,18.0,18-19,19-23,Juniors,64.25,66,145.0,157.5,167.5,,167.5,92.5,100.0,110.0,,110.0,165.0,172.5,180.0,,180.0,457.5,10,367.38,389.42,357.45,529.6,Yes,USA,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Yasutaka Fuchigami,M,SBD,Raw,21.5,20-23,19-23,Juniors,64.4,66,-197.5,-197.5,-205.0,,,,,,,,,,,,,,DQ,,,,,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Josh Hancott,M,SBD,Raw,20.5,20-23,19-23,Juniors,73.65,74,232.5,250.5,-256.0,,250.5,152.5,160.0,-168.0,,160.0,250.0,262.5,271.0,,271.0,681.5,1,491.87,501.71,475.63,749.19,Yes,Canada,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Toni Väisänen,M,SBD,Raw,22.5,20-23,19-23,Juniors,73.15,74,202.5,207.5,212.5,,212.5,135.0,140.0,145.0,,145.0,250.0,260.0,265.0,,265.0,622.5,2,451.49,451.49,436.71,680.38,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Alexander Molin,M,SBD,Raw,21.5,20-23,19-23,Juniors,73.45,74,200.0,210.0,217.5,,217.5,155.0,162.5,-168.5,,162.5,230.0,237.5,242.5,,242.5,622.5,3,450.16,454.66,435.35,678.34,Yes,Russia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Andrew Thomas,M,SBD,Raw,19.5,20-23,19-23,Juniors,72.8,74,175.0,190.0,202.5,,202.5,125.0,135.0,-142.5,,135.0,220.0,230.0,242.5,,242.5,580.0,4,422.13,434.79,408.39,630.37,Yes,New Zealand,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Yoshiaki Yamamoto,M,SBD,Raw,21.5,20-23,19-23,Juniors,72.4,74,180.0,192.5,-202.5,,192.5,120.0,127.5,135.0,,135.0,225.0,-240.0,245.0,,245.0,572.5,5,418.34,422.53,404.83,623.68,Yes,Japan,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Dagfinnur Ari Normann,M,SBD,Raw,20.5,20-23,19-23,Juniors,73.4,74,195.0,202.5,-207.5,,202.5,135.0,-142.5,-142.5,,135.0,210.0,220.0,225.0,,225.0,562.5,6,406.97,415.11,393.59,605.08,Yes,Iceland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Japhta Khalapa,M,SBD,Raw,21.5,20-23,19-23,Juniors,73.2,74,-200.0,200.0,-212.5,,200.0,110.0,120.0,125.0,,125.0,225.0,-240.0,-240.0,,225.0,550.0,7,398.71,402.7,385.65,590.95,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Michael Ferguson #2,M,SBD,Raw,22.5,20-23,19-23,Juniors,72.35,74,170.0,190.0,-200.0,,190.0,112.5,117.5,-120.0,,117.5,222.5,232.5,235.0,,235.0,542.5,8,396.62,396.62,383.82,586.86,Yes,Scotland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Andrew Tang,M,SBD,Raw,20.5,20-23,19-23,Juniors,73.85,74,160.0,-172.5,-172.5,,160.0,110.0,-117.5,-117.5,,110.0,-240.0,-240.0,-240.0,,,,DQ,,,,,Yes,Australia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Brett Gibbs,M,SBD,Raw,23.0,20-23,19-23,Juniors,82.25,83,265.0,275.0,280.0,,280.0,175.0,182.5,185.0,,185.0,290.0,302.5,305.5,,305.5,770.5,1,517.1,517.1,497.62,794.91,Yes,New Zealand,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Randy Zhou,M,SBD,Raw,22.5,20-23,19-23,Juniors,83.0,83,255.0,262.5,265.0,,265.0,157.5,162.5,167.5,,167.5,270.0,277.5,287.5,,287.5,720.0,2,480.6,480.6,462.3,732.75,Yes,Canada,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jonnie Candito,M,SBD,Raw,21.5,20-23,19-23,Juniors,81.75,83,230.0,245.0,255.0,,255.0,132.5,140.0,145.0,,145.0,252.5,267.5,282.5,,282.5,682.5,3,459.74,464.34,442.54,697.33,Yes,USA,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Piotr Jablonski,M,SBD,Raw,22.5,20-23,19-23,Juniors,82.25,83,225.0,232.5,237.5,,237.5,180.0,185.0,-187.5,,185.0,235.0,250.0,260.0,,260.0,682.5,4,458.05,458.05,440.79,694.44,Yes,Poland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Fabian Machado,M,SBD,Raw,22.5,20-23,19-23,Juniors,82.55,83,215.0,230.0,-235.0,,230.0,155.0,-160.0,160.0,,160.0,265.0,277.5,-285.0,,277.5,667.5,5,447.0,447.0,430.09,675.63,Yes,Ecuador,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Nicki Lentz,M,SBD,Raw,21.5,20-23,19-23,Juniors,83.0,83,245.0,-257.5,257.5,,257.5,135.0,142.5,147.5,,147.5,240.0,250.0,255.0,,255.0,660.0,6,440.55,444.96,423.78,664.62,Yes,Denmark,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jan Lipponen,M,SBD,Raw,22.5,20-23,19-23,Juniors,82.1,83,220.0,230.0,237.5,,237.5,137.5,142.5,-145.0,,142.5,235.0,245.0,255.0,,255.0,635.0,7,426.64,426.64,410.6,641.01,Yes,Finland,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Alistair Cannings,M,SBD,Raw,22.5,20-23,19-23,Juniors,80.4,83,210.0,222.5,230.0,,230.0,140.0,145.0,150.0,,150.0,225.0,235.0,245.0,,245.0,625.0,8,425.35,425.35,409.75,638.78,Yes,England,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Samuel Derynck,M,SBD,Raw,21.5,20-23,19-23,Juniors,80.45,83,205.0,217.5,-227.5,,217.5,137.5,140.0,142.5,,142.5,242.5,257.5,-260.0,,257.5,617.5,9,420.08,424.29,404.66,629.82,Yes,USA,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Jabulani Phantle,M,SBD,Raw,22.5,20-23,19-23,Juniors,79.75,83,200.0,215.0,222.5,,222.5,130.0,137.5,-142.5,,137.5,250.0,-260.0,-260.0,,250.0,610.0,10,417.27,417.27,402.11,624.96,Yes,South Africa,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Owen Hubbard,M,SBD,Raw,21.5,20-23,19-23,Juniors,81.15,83,240.0,250.0,257.5,,257.5,180.0,190.5,-194.0,,190.5,100.0,,,,100.0,548.0,11,370.81,374.51,357.05,546.03,Yes,Wales,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
Censori Michael,M,SBD,Raw,22.5,20-23,19-23,Juniors,82.8,83,175.0,185.0,-190.0,,185.0,122.5,127.5,130.0,,130.0,195.0,207.5,212.5,,212.5,527.5,12,352.61,352.61,339.22,515.05,Yes,Australia,IPF,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
